Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),current,2023-08-01,2023-09-30,3+,15496,0.4
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),current,2023-08-01,2023-09-30,1,11622,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),current,2023-08-01,2023-09-30,2,11622,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),current,2023-08-01,2023-09-30,3,13559,0.35
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),current,2023-08-01,2023-09-30,4,1937,0.05
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,all,38742,1.0
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,3+,11622,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,1,11622,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,2,15496,0.4
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,3,11622,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Cadaado (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,all,101074,1.0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,3+,30321,0.3
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,1,30322,0.3
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,2,40429,0.4
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,3,25268,0.25
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,4,5053,0.05
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,all,101074,1.0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,3+,15161,0.15
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,1,35375,0.35
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,2,50537,0.5
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,3,15161,0.15
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,all,112064,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,3+,44825,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,1,33619,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,2,33619,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,3,39222,0.35
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,4,5603,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,all,112064,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,3+,33619,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,1,33619,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,2,44825,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,3,33619,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,all,25750,1.0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,3+,9012,0.35
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,1,5150,0.2
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,2,11587,0.45
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,3,7725,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,4,1287,0.05
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,all,25750,1.0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,3+,7725,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,1,6437,0.25
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,2,11587,0.45
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,3,7725,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,all,7271,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,3+,727,0.1
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,1,4726,0.65
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,2,1817,0.25
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,3,727,0.1
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,all,7271,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,3+,363,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,1,4726,0.65
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,2,2181,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,3,363,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,all,2569,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,3+,1026,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,1,642,0.25
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,2,899,0.35
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,3,770,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,4,256,0.1
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,all,2569,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,3+,770,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,1,770,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,2,1027,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,3,770,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,all,64319,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,3+,38590,0.6
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,1,3215,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,2,22511,0.35
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,3,28943,0.45
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,4,9647,0.15
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,all,64319,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,3+,41806,0.65
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,1,3215,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,2,19295,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,3,32159,0.5
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,4,9647,0.15
Aug 2023,SOM,16955266,Galgaduud,Dhusamareeb IDPS,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,all,83295,1.0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,3+,49976,0.6
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,1,4164,0.05
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,2,29153,0.35
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,3,37482,0.45
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,4,12494,0.15
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,all,83295,1.0
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,3+,54141,0.65
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,1,4164,0.05
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,2,24988,0.3
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,3,41647,0.5
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,4,12494,0.15
Aug 2023,SOM,16955266,Galgaduud,Cabudwaaq idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,all,45782,1.0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,3+,18312,0.4
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,1,11445,0.25
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,2,16023,0.35
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,3,13734,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,4,4578,0.1
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,all,45782,1.0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,3+,13734,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,1,13734,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,2,18312,0.4
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,3,13734,0.3
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Ceel dheer,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,all,42934,1.0
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,3+,12879,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,1,12880,0.3
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,2,17173,0.4
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,3,10733,0.25
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,4,2146,0.05
Aug 2023,SOM,16955266,Galgaduud,Cadaado,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,all,42934,1.0
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,3+,6440,0.15
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,1,15026,0.35
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,2,21467,0.5
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,3,6440,0.15
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Cadaado,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,all,12462,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,3+,4984,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,1,3738,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,2,3738,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,3,4361,0.35
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,4,623,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,all,12462,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,3+,3738,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,1,3738,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,2,4984,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,3,3738,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,all,6539,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,3+,1960,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,1,1961,0.3
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,2,2615,0.4
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,3,1634,0.25
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,4,326,0.05
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,all,6539,1.0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,3+,980,0.15
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,1,2288,0.35
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,2,3269,0.5
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,3,980,0.15
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Galgaduud,Dhuusamarreeb (3),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,all,2302,1.0
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,3+,575,0.25
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,1,920,0.4
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,2,805,0.35
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,3,460,0.2
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,4,115,0.05
Aug 2023,SOM,16955266,Awdal,Baki (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,all,2302,1.0
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,3+,345,0.15
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,1,1035,0.45
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,2,920,0.4
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,3,230,0.1
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,4,115,0.05
Aug 2023,SOM,16955266,Awdal,Baki (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,all,125141,1.0
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,3+,18771,0.15
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,1,50056,0.4
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,2,56313,0.45
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,3,12514,0.1
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,4,6257,0.05
Aug 2023,SOM,16955266,Awdal,Borama (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,all,125141,1.0
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,3+,12514,0.1
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,1,62570,0.5
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,2,50056,0.4
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,3,12514,0.1
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Awdal,Borama (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,all,6907,1.0
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,3+,2071,0.3
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,1,2072,0.3
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,2,2762,0.4
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,3,1726,0.25
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,4,345,0.05
Aug 2023,SOM,16955266,Awdal,Baki (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,all,6907,1.0
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,3+,2071,0.3
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,1,2072,0.3
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,2,2762,0.4
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,3,1726,0.25
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,4,345,0.05
Aug 2023,SOM,16955266,Awdal,Baki (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,all,5398,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,3+,808,0.15
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,1,2159,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,2,2429,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,3,539,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,4,269,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,all,5398,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,3+,808,0.15
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,1,2159,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,2,2429,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,3,539,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,4,269,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,all,3630,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,3+,725,0.2
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,1,1270,0.35
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,2,1633,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,3,544,0.15
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,4,181,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,all,3630,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,3+,907,0.25
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,1,1089,0.3
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,2,1633,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,3,726,0.2
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,4,181,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,all,8075,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,3+,2018,0.25
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,1,3230,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,2,2826,0.35
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,3,1615,0.2
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,4,403,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,all,8075,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,3+,1210,0.15
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,1,3633,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,2,3230,0.4
